movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name,movie_feature
the forest,Horror,Tinnu Verma,unknown,unknown,unknown,unknown unknown unknown Tinnu Verma Horror
the forgotten,Mystery,Mirza Ali,Vishwa Gulati,Nish,unknown,Vishwa Gulati Nish unknown Mirza Ali Mystery
the garhwal rifles,War,Himanshu Binekar,Khushi Kapoor,Khyatti Arora,Viz Moran,Khushi Kapoor Khyatti Arora Viz Moran Himanshu Binekar War
the gentleman,Action Drama,Mahesh Bhatt,Chiranjeevi,Juhi Chawla,Paresh Rawal,Chiranjeevi Juhi Chawla Paresh Rawal Mahesh Bhatt Action Drama
the ghazi attack,Action Thriller War,Sankalp Reddy,Rana Daggubati,Kay Kay Menon,Atul Kulkarni,Rana Daggubati Kay Kay Menon Atul Kulkarni Sankalp Reddy Action Thriller War
the girl on the train,Crime Drama Mystery,Ribhu Dasgupta,Aditi Rao Hydari,Kirti Kulhari,Parineeti Chopra,Aditi Rao Hydari Kirti Kulhari Parineeti Chopra Ribhu Dasgupta Crime Drama Mystery
the goa run,Action Crime Romance,John Owen,Rajeev Khandelwal,Prashant Narayanan,Lekha Washington,Rajeev Khandelwal Prashant Narayanan Lekha Washington John Owen Action Crime Romance
the gold medal,Action Thriller,Ravikant Nagaich,Dharmendra,Jeetendra,Rakhee Gulzar,Dharmendra Jeetendra Rakhee Gulzar Ravikant Nagaich Action Thriller
the golden boyz,Adventure Comedy Drama,Siddharth Watts,Priyanka Lulla,Nirnay Godlaw,Kshitiz Chauhan,Priyanka Lulla Nirnay Godlaw Kshitiz Chauhan Siddharth Watts Adventure Comedy Drama
the golden gang,Action,Kikubhai Desai,Navinchandra,Bansi Karnataki,Moti,Navinchandra Bansi Karnataki Moti Kikubhai Desai Action
the good road,Drama,Gyan Correa,Ajay Gehi,Sonali Kulkarni,Shamji Dhana Kerasia,Ajay Gehi Sonali Kulkarni Shamji Dhana Kerasia Gyan Correa Drama
the grace of pindori dham,Documentary,Ravi Deep,Sewak Nayyar,unknown,unknown,Sewak Nayyar unknown unknown Ravi Deep Documentary
the great gambler,Action Crime Romance,Shakti Samanta,Amitabh Bachchan,Zeenat Aman,Neetu Singh,Amitabh Bachchan Zeenat Aman Neetu Singh Shakti Samanta Action Crime Romance
the great indian butterfly,Drama,Sarthak Dasgupta,Aamir Bashir,Sandhya Mridul,Koel Purie,Aamir Bashir Sandhya Mridul Koel Purie Sarthak Dasgupta Drama
the great indian casino,Crime,Rupesh Paul,Dev Rathee,Asif Basra,Pankaj Berry,Dev Rathee Asif Basra Pankaj Berry Rupesh Paul Crime
the great indian escape,Adventure Biography Drama,Taranjiet Singh Namdhari,Raghav Rishi,Raaj Singh Arora,Asheesh Kapur,Raghav Rishi Raaj Singh Arora Asheesh Kapur Taranjiet Singh Namdhari Adventure Biography Drama
the great indian marriage bazaar,Documentary Drama News,Ruchika Muchhala,Faiza Ahmad Khan,unknown,unknown,Faiza Ahmad Khan unknown unknown Ruchika Muchhala Documentary Drama News
the great indian road movie,Adventure Drama Family,Sohan Lal India,Vijay Anand,Anila,Master Ashray,Vijay Anand Anila Master Ashray Sohan Lal India Adventure Drama Family
the great kaamdev,Drama,Suresh Jain,Hemant Birje,Raza Murad,unknown,Hemant Birje Raza Murad unknown Suresh Jain Drama
the great leader,Drama,Abhishek Chhadha,Amitabh Bachchan,Jaya Bachchan,Gulshan Grover,Amitabh Bachchan Jaya Bachchan Gulshan Grover Abhishek Chhadha Drama
the great leader kanshiram,Biography,Arjun Singh,Raghvendra Singh,Soma Goyal,Arvind Maurya,Raghvendra Singh Soma Goyal Arvind Maurya Arjun Singh Biography
the great man,Drama,Tamilvannan,Amitabh Bachchan,Ramya Krishnan,Aparshakti Khurana,Amitabh Bachchan Ramya Krishnan Aparshakti Khurana Tamilvannan Drama
the great pirate,Animation,Rajiv Chilaka,unknown,unknown,unknown,unknown unknown unknown Rajiv Chilaka Animation
the great shamsuddin family,Comedy Drama,Anusha Rizvi,unknown,unknown,unknown,unknown unknown unknown Anusha Rizvi Comedy Drama
the great supremo,Action,Mammootty,unknown,unknown,unknown,unknown unknown unknown Mammootty Action
the grey,Drama Mystery,Tushar Waghela,Tarush Waghela,Vishay Waghela,Yashwant Anand Gupta,Tarush Waghela Vishay Waghela Yashwant Anand Gupta Tushar Waghela Drama Mystery
the guilty misfits,Drama,Ruturaj Dhalgade,Ganesh Kumar,Sushant Kandya,unknown,Ganesh Kumar Sushant Kandya unknown Ruturaj Dhalgade Drama
the gunda,Action,Tanikella Bharani,Charmy Kaur,Sumanth Kousalya,Atul Kulkarni,Charmy Kaur Sumanth Kousalya Atul Kulkarni Tanikella Bharani Action
the hauntings in madhyapradesh,Horror,Khader Abdul,Khader Abdul,Eisha Megan Acton,Vivek Panjabi,Khader Abdul Eisha Megan Acton Vivek Panjabi Khader Abdul Horror
the hero - abhimanyu,Action Crime Drama,Santosh Mishra,Sagar,Hrishitaa Bhatt,Simran,Sagar Hrishitaa Bhatt Simran Santosh Mishra Action Crime Drama
the hero of color city,Animation Adventure Family,Frank Gladstone,Owen Wilson,Christina Ricci,Rosie Perez,Owen Wilson Christina Ricci Rosie Perez Frank Gladstone Animation Adventure Family
the hero: love story of a spy,Action Adventure Drama,Anil Sharma,Sunny Deol,Preity Zinta,Priyanka Chopra Jonas,Sunny Deol Preity Zinta Priyanka Chopra Jonas Anil Sharma Action Adventure Drama
the hidden strike,War,Suzad Iqbal Khan,Deepraj Rana,Mir Sarwar,Jimmy Sharma,Deepraj Rana Mir Sarwar Jimmy Sharma Suzad Iqbal Khan War
the hidden war,Documentary,Ajay Brar,unknown,unknown,unknown,unknown unknown unknown Ajay Brar Documentary
the himalayan diaries,Comedy Romance,Anjanikumar Tripathi,Nikita Sharma,Priyanshu Solanki,Mahesh Gahalot,Nikita Sharma Priyanshu Solanki Mahesh Gahalot Anjanikumar Tripathi Comedy Romance
the holy fish,Drama,Sandeep Mishra,Vimal Chandra Pandey,Ashwini Agarwal,Sayyed Iqbal Ahmed,Vimal Chandra Pandey Ashwini Agarwal Sayyed Iqbal Ahmed Sandeep Mishra Drama
the holy wives,Documentary,Ritesh Sharma,unknown,unknown,unknown,unknown unknown unknown Ritesh Sharma Documentary
the hope,Drama,Kamal Nathani,Rajat Bedi,Gayatri,Zakir Hussain,Rajat Bedi Gayatri Zakir Hussain Kamal Nathani Drama
the house next door,Horror,Milind Rau,Prakash Belawadi,Khushi Hajare,Andrea Jeremiah,Prakash Belawadi Khushi Hajare Andrea Jeremiah Milind Rau Horror
the house on the cliff,Horror Thriller,Sam Bhattacharjee,Priyanshu Chatterjee,Nyra Banerjee,Sid Makkar,Priyanshu Chatterjee Nyra Banerjee Sid Makkar Sam Bhattacharjee Horror Thriller
the human horses,Documentary Biography Drama,Marco Landini,Rosario Simanella,unknown,unknown,Rosario Simanella unknown unknown Marco Landini Documentary Biography Drama
the hundred bucks,Drama,Dushyant Pratap Singh,Kavita Tripathi,Rajesh Mishra,Dinesh Bawara,Kavita Tripathi Rajesh Mishra Dinesh Bawara Dushyant Pratap Singh Drama
the hundred-foot journey,Comedy Drama,Lasse Hallström,Helen Mirren,Om Puri,Manish Dayal,Helen Mirren Om Puri Manish Dayal Lasse Hallström Comedy Drama
the hungry,Drama,Bornila Chatterjee,Naseeruddin Shah,Tisca Chopra,Neeraj Kabi,Naseeruddin Shah Tisca Chopra Neeraj Kabi Bornila Chatterjee Drama
the idiotmaker's gravity tour,Comedy Drama,Daniel Kremer,William Cully Allen,K.J. Linhein,Alanna Blair,William Cully Allen K.J. Linhein Alanna Blair Daniel Kremer Comedy Drama
the image,unknown,Sivanandam N,unknown,unknown,unknown,unknown unknown unknown Sivanandam N unknown
the immortal ashwatthama,Action Adventure Fantasy,Aditya Dhar,Vicky Kaushal,unknown,unknown,Vicky Kaushal unknown unknown Aditya Dhar Action Adventure Fantasy
the immortals,Documentary,Shivendra Singh Dungarpur,unknown,unknown,unknown,unknown unknown unknown Shivendra Singh Dungarpur Documentary
the impossible murder,Mystery,Sareesh Sudhakaran,Hemu Adhikari,Minnakshi Das,Ajay Gatlewar,Hemu Adhikari Minnakshi Das Ajay Gatlewar Sareesh Sudhakaran Mystery
the incantations: origin,Horror,Aishwary Dubey,Sudhir Kumar Dubey,Rupali Dwivedi,Ankit Panchal,Sudhir Kumar Dubey Rupali Dwivedi Ankit Panchal Aishwary Dubey Horror
the incomplete man,Drama Thriller,Dhiraj Kotkar,Sharib Hashmi,Warina Hussain,Ekavali Khanna,Sharib Hashmi Warina Hussain Ekavali Khanna Dhiraj Kotkar Drama Thriller
the indian post graduate,Drama,Krishna Gopal,Ajay Arya,Shree Radhe Khanduja,unknown,Ajay Arya Shree Radhe Khanduja unknown Krishna Gopal Drama
the intern,Comedy Drama Thriller,Deepika Padukone,Amitabh Bachchan,unknown,unknown,Amitabh Bachchan unknown unknown Deepika Padukone Comedy Drama Thriller
the international problem,Crime Drama,Jagdish Waghela,Dhruv Kumar,Khalid Kidwai,Lata Tippee,Dhruv Kumar Khalid Kidwai Lata Tippee Jagdish Waghela Crime Drama
the intruding seed: forsaken juvenile,Comedy Crime Drama,Sohom Pramanick,Vaibhav Chauhan,unknown,unknown,Vaibhav Chauhan unknown unknown Sohom Pramanick Comedy Crime Drama
the jinx,Thriller,Prince,Kanak Pandey,Rajesh Raja,Aditi Singh,Kanak Pandey Rajesh Raja Aditi Singh Prince Thriller
the journey of karma,Drama,Jagbir Dahiya,Shakti Kapoor,Poonam Pandey,Gauri Shankar,Shakti Kapoor Poonam Pandey Gauri Shankar Jagbir Dahiya Drama
the journey weekend night,Thriller,Shaik Khaja Hussain,Yash Agarwal,Imran Ali,Arti Gaikwad,Yash Agarwal Imran Ali Arti Gaikwad Shaik Khaja Hussain Thriller
the joyous nights of a ridiculous man,Drama,Sharad Raj,unknown,unknown,unknown,unknown unknown unknown Sharad Raj Drama
the karma killings,Documentary Crime Mystery,Ram Devineni,Tushar Prakash,unknown,unknown,Tushar Prakash unknown unknown Ram Devineni Documentary Crime Mystery
the kashmir files,Thriller,Vivek Agnihotri,Anupam Kher,Mithun Chakraborty,Puneet Issar,Anupam Kher Mithun Chakraborty Puneet Issar Vivek Agnihotri Thriller
the kasol diaries,Family,Manan Sahni,Shivangi Khandelwal,Manuj Agarwal,Vaibhav Sharma,Shivangi Khandelwal Manuj Agarwal Vaibhav Sharma Manan Sahni Family
the killer,Horror,Anders Jacobsson,Tomas Sandquist,Alida Morberg,David Lenneman,Tomas Sandquist Alida Morberg David Lenneman Anders Jacobsson Horror
the killer pen,Horror,Amar Arora,Mukesh Khanna,Sajjad Nyk,unknown,Mukesh Khanna Sajjad Nyk unknown Amar Arora Horror
the killers,Action,Dara Singh,Helen,Sheikh Mukhtar,Ajit,Helen Sheikh Mukhtar Ajit Dara Singh Action
the last act,Thriller,Goswami Anurag,Nitin Bhardwaj,Jagannathan Krishnan,Nijo Rohit,Nitin Bhardwaj Jagannathan Krishnan Nijo Rohit Goswami Anurag Thriller
the last color,Drama,Vikas Khanna,Anuj Tyagi,Vajid Ali,Ankita,Anuj Tyagi Vajid Ali Ankita Vikas Khanna Drama
the last don,Crime,Shravan Kumar,Shravankumar Tiwari,Dhwani Gautam,Vikas Gupta,Shravankumar Tiwari Dhwani Gautam Vikas Gupta Shravan Kumar Crime
the last drive,Comedy,Krishan Hooda,Navin Sandhu,Nargis Nandal,unknown,Navin Sandhu Nargis Nandal unknown Krishan Hooda Comedy
the last koan,Drama Fantasy Thriller,Satya Prakash Choudhary,Patrali Chattopdhyay,Parul Chaudhary,Hirak Das,Patrali Chattopdhyay Parul Chaudhary Hirak Das Satya Prakash Choudhary Drama Fantasy Thriller
the last mistake of my life,Thriller Action,Moazzam Khan,Anugrah Agnihotri,Rakesh Saini,Rima Yadav,Anugrah Agnihotri Rakesh Saini Rima Yadav Moazzam Khan Thriller Action
the last rave,unknown,Rajat Mukherjee,Rajkummar Rao,Divyendu Sharma,Sulagna Panigrahi,Rajkummar Rao Divyendu Sharma Sulagna Panigrahi Rajat Mukherjee unknown
the last ride,Thriller,Rajas Paranjpe,Emraan Hashmi,Raashi Khanna,unknown,Emraan Hashmi Raashi Khanna unknown Rajas Paranjpe Thriller
the last show,Drama,Vivek Agnihotri,Anupam Kher,Satish Kaushik,Pallavi Joshi,Anupam Kher Satish Kaushik Pallavi Joshi Vivek Agnihotri Drama
the last sketch,Documentary,Dhruva Harsh,unknown,unknown,unknown,unknown unknown unknown Dhruva Harsh Documentary
the last tale of kayenaat,Thriller,Iqbal Baksh,Vani Vashishth,Zeeshan Khan,Aman Sandhu,Vani Vashishth Zeeshan Khan Aman Sandhu Iqbal Baksh Thriller
the last tiger,Drama,Premsinh Varma,Tom Alter,Dhanajaya Kakade,Loopa Mudra,Tom Alter Dhanajaya Kakade Loopa Mudra Premsinh Varma Drama
the lastbenchers,Biography Comedy Drama,Prajact Rebeloma,Prajakt Rebeloma,Pooja Bhattad,Shriya Fule,Prajakt Rebeloma Pooja Bhattad Shriya Fule Prajact Rebeloma Biography Comedy Drama
the legend king lalityadiya,History,Jayant Paranji,unknown,unknown,unknown,unknown unknown unknown Jayant Paranji History
the legend of bhagat singh,Action Biography Drama,Rajkumar Santoshi,Ajay Devgn,Sushant Singh,D. Santosh,Ajay Devgn Sushant Singh D. Santosh Rajkumar Santoshi Action Biography Drama
the legend of drona,Action Adventure Fantasy,Goldie Behl,Jayshree Arora,Veer Arya,Abhishek Bachchan,Jayshree Arora Veer Arya Abhishek Bachchan Goldie Behl Action Adventure Fantasy
the legend of peacock,Drama,Atul Garg,Tammy Bartaia,Tatuli Bartaia,Humayoon Shams Khan,Tammy Bartaia Tatuli Bartaia Humayoon Shams Khan Atul Garg Drama
the life kung-fu,Action,Adhiraj Verma,Hemant Bhoir,H.S. Gill,Sulekha Mane,Hemant Bhoir H.S. Gill Sulekha Mane Adhiraj Verma Action
the life zindagi,Drama Romance,Kamal Thakur,Kammal Hiralal Thakur,Swapnil Joshi,Girija,Kammal Hiralal Thakur Swapnil Joshi Girija Kamal Thakur Drama Romance
the lift,Thriller,Rajesh Rathi,Akhil Rajendra,unknown,unknown,Akhil Rajendra unknown unknown Rajesh Rathi Thriller
the lift boy,Comedy Drama,Jonathan Augustin,Moin Khan,Nyla Masood,Sagar Kale,Moin Khan Nyla Masood Sagar Kale Jonathan Augustin Comedy Drama
the light of the world,Drama Fantasy,Ardeshir Irani,Master Vithal,Zubeida,Jillo,Master Vithal Zubeida Jillo Ardeshir Irani Drama Fantasy
the light: swami vivekananda,Biography History,J. Misra,Utpal Sinha,Deep Bhattacharya,Gargi Roy Chowdhury,Utpal Sinha Deep Bhattacharya Gargi Roy Chowdhury J. Misra Biography History
the lipstick boy,Drama,Abhinav Thakur,Manoj Patel,Sriparna Chakravarty,Aamir Haque,Manoj Patel Sriparna Chakravarty Aamir Haque Abhinav Thakur Drama
the loop,unknown,Miteal Chitnis,Binoy Chokshi,Ankur Patel,Ekta Srivastav,Binoy Chokshi Ankur Patel Ekta Srivastav Miteal Chitnis unknown
the lost salesman of delhi,Adventure Drama Mystery,Deepak Mahajan,Manoj Bakshi,Radha Bhatt,Preet Bhatti,Manoj Bakshi Radha Bhatt Preet Bhatti Deepak Mahajan Adventure Drama Mystery
the lost tape,Adventure Horror,Rakshit Dahiya,Ankuar Panchal,Esha Rajee,Monali Sehgal,Ankuar Panchal Esha Rajee Monali Sehgal Rakshit Dahiya Adventure Horror
the love style,Romance,Pawan Kumar,Manoj Bakshi,Aditi Bharadwaj,Sunita Choudhary,Manoj Bakshi Aditi Bharadwaj Sunita Choudhary Pawan Kumar Romance
the lovers,Action Adventure Romance,Roland Joffé,Josh Hartnett,Bipasha Basu,Tamsin Egerton,Josh Hartnett Bipasha Basu Tamsin Egerton Roland Joffé Action Adventure Romance
the lunchbox,Drama Romance,Ritesh Batra,Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui,Irrfan Khan Nimrat Kaur Nawazuddin Siddiqui Ritesh Batra Drama Romance
the magic circle,Fantasy,Prabhkirat Singh,Prabhkirat Singh,unknown,unknown,Prabhkirat Singh unknown unknown Prabhkirat Singh Fantasy
the magnetors,Animation,Rajiv Chilaka,unknown,unknown,unknown,unknown unknown unknown Rajiv Chilaka Animation
the man who dwarfed the mountains,Documentary,Ruchi Shrivastava,unknown,unknown,unknown,unknown unknown unknown Ruchi Shrivastava Documentary
the maniac - hell on my mind,Mystery Thriller,Prashant Passy Pilley,Kunal Kapoor,Tia Bajpai,Manoj Joshi,Kunal Kapoor Tia Bajpai Manoj Joshi Prashant Passy Pilley Mystery Thriller
the maple tale,Horror Mystery Thriller,Harsh Mohan Mishra,Michael Masurkevitch,Shahab Pierre,unknown,Michael Masurkevitch Shahab Pierre unknown Harsh Mohan Mishra Horror Mystery Thriller
the maya tape,Horror Thriller,Nikhil Allug,Nawazuddin Siddiqui,Vishakha Singh,Kali Prasad Mukherjee,Nawazuddin Siddiqui Vishakha Singh Kali Prasad Mukherjee Nikhil Allug Horror Thriller
the men in the tree,Documentary,Lalit Vachani,unknown,unknown,unknown,unknown unknown unknown Lalit Vachani Documentary
the mission 100,Drama,Hemangi Kaj,Aman Sagar,unknown,unknown,Aman Sagar unknown unknown Hemangi Kaj Drama
the modern girl,Drama,B.S. Rajhans,Nissar,Zebunissa,Prabhashankar,Nissar Zebunissa Prabhashankar B.S. Rajhans Drama
the monster,Comedy Horror,Shyam Ramsay,Tulsi Ramsay,Karan Shah,Archana Puran Singh,Tulsi Ramsay Karan Shah Archana Puran Singh Shyam Ramsay Comedy Horror
the morning breeze,Drama,Saeed Akhtar Mirza,Kaifi Azmi,Mayuri Kango,Seema Kelkar,Kaifi Azmi Mayuri Kango Seema Kelkar Saeed Akhtar Mirza Drama
the mother,Documentary,Saumya Sharma,unknown,unknown,unknown,unknown unknown unknown Saumya Sharma Documentary
the motorcycle man,Mystery,Shivrajj J.D. Khuman,Hardiksinh Chudasama,Amit Galani,Surbhi Bhatti,Hardiksinh Chudasama Amit Galani Surbhi Bhatti Shivrajj J.D. Khuman Mystery
the murderer: hamilton palace,Action Mystery,Raj N. Sippy,Mimoh Chakraborty,Milind Gunaji,Shakti Kapoor,Mimoh Chakraborty Milind Gunaji Shakti Kapoor Raj N. Sippy Action Mystery
the mystic masseur,Comedy Drama,Ismail Merchant,Om Puri,James Fox,Aasif Mandvi,Om Puri James Fox Aasif Mandvi Ismail Merchant Comedy Drama
the 'myth' in mythology,Documentary,Twish Mukherjee,unknown,unknown,unknown,unknown unknown unknown Twish Mukherjee Documentary
the naked truth,Thriller,Rana Jung Bahadur,Shakti Kapoor,Shehzad Khan,Kirti,Shakti Kapoor Shehzad Khan Kirti Rana Jung Bahadur Thriller
the naxalites,Drama,Khwaja Ahmad Abbas,Jalal Agha,Saleem Christopher Agha,Shehnaz Anand,Jalal Agha Saleem Christopher Agha Shehnaz Anand Khwaja Ahmad Abbas Drama
the new road,Drama Romance,Khalid Akhtar,Asha Parekh,Jeetendra,Balraj Sahni,Asha Parekh Jeetendra Balraj Sahni Khalid Akhtar Drama Romance
the night light of the earth,Documentary,Gizem Ibak,Anna,Umur Dagli,Gizem Ibak,Anna Umur Dagli Gizem Ibak Gizem Ibak Documentary
the nincompoops hindi movie,Comedy,Satish Torani,Abhishek Patel,unknown,unknown,Abhishek Patel unknown unknown Satish Torani Comedy
the other end of the line,Comedy Drama Family,James Dodson,Jesse Metcalfe,Sara Foster,Anupam Kher,Jesse Metcalfe Sara Foster Anupam Kher James Dodson Comedy Drama Family
the other room,Crime Drama Thriller,Prarjun Majumder,Sagar Sharma,Archna Singh,Armaan Erum,Sagar Sharma Archna Singh Armaan Erum Prarjun Majumder Crime Drama Thriller
the other side of the door,Horror,Johannes Roberts,Sarah Wayne Callies,Jeremy Sisto,Sofia Rosinsky,Sarah Wayne Callies Jeremy Sisto Sofia Rosinsky Johannes Roberts Horror
the outhouse,Drama,Leslie Carvalho,Priscilla Corner,Chippy Gangjee,Judith Roby Grant,Priscilla Corner Chippy Gangjee Judith Roby Grant Leslie Carvalho Drama
the outlander,Action Adventure Thriller,Ashwini Pakhrot,unknown,unknown,unknown,unknown unknown unknown Ashwini Pakhrot Action Adventure Thriller
the past,Drama Horror,Gagan Puri,Sonia Albizuri,Samiksha Bhatt,Yuvraaj Parashar,Sonia Albizuri Samiksha Bhatt Yuvraaj Parashar Gagan Puri Drama Horror
the perfect girl,Romance,Prakash Nambiar,Teeshay,Tara-Alisha Berry,Shalaka Apte,Teeshay Tara-Alisha Berry Shalaka Apte Prakash Nambiar Romance
the pickup artist,Crime Mystery Thriller,Rohit Arora,Saasha Aery,Sidharth Bhardwaj,Anahita Bhooshan,Saasha Aery Sidharth Bhardwaj Anahita Bhooshan Rohit Arora Crime Mystery Thriller
the platform,Crime Horror Thriller,Neelkant Gabhiye,Abha Ranta,Rishen Day,Sachin Haldar,Abha Ranta Rishen Day Sachin Haldar Neelkant Gabhiye Crime Horror Thriller
the players,Drama,Amulya Baki,Neeraj Joshi,Deeptanshu Sinha,Kashish Bharti,Neeraj Joshi Deeptanshu Sinha Kashish Bharti Amulya Baki Drama
the power,Action Crime Drama,Mahesh Manjrekar,Vidyut Jammwal,Shruti Haasan,Salil Ankola,Vidyut Jammwal Shruti Haasan Salil Ankola Mahesh Manjrekar Action Crime Drama
the power of vardi,Action,Salim Ahmed,Ansari Abdul,Manoj Bakshi,Irfan Razaa Khan,Ansari Abdul Manoj Bakshi Irfan Razaa Khan Salim Ahmed Action
the power of woman: tezaab,Action,Dilip Gulati,Hemant Birje,Ali Khan,Durgesh Nandini,Hemant Birje Ali Khan Durgesh Nandini Dilip Gulati Action
the president is coming,Comedy,Kunaal Roy Kapur,Konkona Sen Sharma,Shernaz Patel,Shivani Tanksale,Konkona Sen Sharma Shernaz Patel Shivani Tanksale Kunaal Roy Kapur Comedy
the president's bodyguard,Documentary,Robin Roy,Amitabh Bachchan,unknown,unknown,Amitabh Bachchan unknown unknown Robin Roy Documentary
the prince of light,Animation Drama Adventure,Yûgô Sakô,Bryan Cranston,Edie Mirman,Tom Wyner,Bryan Cranston Edie Mirman Tom Wyner Yûgô Sakô Animation Drama Adventure
the princess and the hunter,Action Adventure,Homi Wadia,Fearless Nadia,Sharifa,Gulshan,Fearless Nadia Sharifa Gulshan Homi Wadia Action Adventure
the purple night,Action,Pavan Kumar Rajamahendravarapu,Ratnesh Rai,Gaana Bhat,Ritwik Verma,Ratnesh Rai Gaana Bhat Ritwik Verma Pavan Kumar Rajamahendravarapu Action
the pushkar lodge,Drama,Vijay Suthar,Anil Chahar,Sachin Chaudhary,Yashvi Chhabra,Anil Chahar Sachin Chaudhary Yashvi Chhabra Vijay Suthar Drama
the racer,Action,Vicky Kadian,Vicky Kadian,unknown,unknown,Vicky Kadian unknown unknown Vicky Kadian Action
the rage-over injustice,unknown,Adnan Khan,Roshni Kapoor,Aditya Khurana,unknown,Roshni Kapoor Aditya Khurana unknown Adnan Khan unknown
the rally,Action Drama Romance,Deepak Anand,Mirza,Arshin Mehta,Sachin Chhabra,Mirza Arshin Mehta Sachin Chhabra Deepak Anand Action Drama Romance
the rapist 2021,Drama,Aparna Sen,Konkona Sen Sharma,Arjun Rampal,Tanmay Dhanania,Konkona Sen Sharma Arjun Rampal Tanmay Dhanania Aparna Sen Drama
the rat race,Documentary Drama,Miriam Chandy Menacherry,unknown,unknown,unknown,unknown unknown unknown Miriam Chandy Menacherry Documentary Drama
